|Dart   |Boomer |Bomb   |Tack   |
|Bomb   |Ice    |Sniper |Ninja  |
|Bomb   |Ice    |Sniper |Alch   |
|Bomb   |Ice    |Sniper |Druid  |
|Bomb   |Ice    |Sniper |Spact  |
|Bomb   |Ice    |Sniper |Village|
|Bomb   |Ice    |Sniper |Engi   |
|Bomb   |Ice    |Sub    |Bucc   |
|Bomb   |Ice    |Sub    |Mortar |
|Bomb   |Ice    |Sub    |Ninja  |
|Bomb   |Ice    |Sub    |Alch   |
|Bomb   |Ice    |Sub    |Druid  |
|Bomb   |Ice    |Sub    |Spact  |
|Bomb   |Ice    |Sub    |Engi   |
|Bomb   |Ice    |Bucc   |Ninja  |
|Bomb   |Ice    |Bucc   |Alch   |
|Bomb   |Ice    |Bucc   |Druid  |
|Bomb   |Ice    |Bucc   |Engi   |
|Bomb   |Ice    |Ace    |Druid  |
|Bomb   |Ice    |Ace    |Spact  |
|Bomb   |Ice    |Ace    |Village|
|Bomb   |Ice    |Heli   |Super  |
|Bomb   |Ice    |Heli   |Druid  |
|Bomb   |Ice    |Heli   |Village|
|Bomb   |Ice    |Mortar |Super  |
|Bomb   |Ice    |Mortar |Ninja  |
|Bomb   |Ice    |Mortar |Alch   |
|Bomb   |Ice    |Mortar |Druid  |
|Bomb   |Ice    |Mortar |Spact  |
|Bomb   |Ice    |Mortar |Village|
|Bomb   |Ice    |Mortar |Engi   |
|Bomb   |Ice    |Super  |Ninja  |
|Bomb   |Ice    |Super  |Spact  |
|Bomb   |Ice    |Super  |Village|
|Bomb   |Ice    |Ninja  |Druid  |
|Bomb   |Ice    |Ninja  |Engi   |
|Bomb   |Ice    |Alch   |Village|
|Bomb   |Ice    |Alch   |Engi   |
|Bomb   |Ice    |Druid  |Spact  |
|Bomb   |Ice    |Druid  |Village|
|Bomb   |Ice    |Druid  |Engi   |
|Bomb   |Ice    |Spact  |Village|
|Bomb   |Ice    |Spact  |Engi   |
|Bomb   |Ice    |Village|Engi   |
|Bomb   |Glue   |Sniper |Bucc   |
|Bomb   |Glue   |Sniper |Ace    |
|Bomb   |Glue   |Sniper |Heli   |
|Bomb   |Glue   |Sniper |Mortar |
|Bomb   |Glue   |Sniper |Super  |
|Bomb   |Glue   |Sniper |Ninja  |
|Bomb   |Glue   |Sniper |Alch   |
|Bomb   |Glue   |Sniper |Druid  |
|Bomb   |Glue   |Sniper |Spact  |
|Bomb   |Glue   |Sniper |Village|
|Bomb   |Glue   |Sniper |Engi   |
|Bomb   |Glue   |Sub    |Bucc   |
|Bomb   |Glue   |Sub    |Ninja  |
|Bomb   |Glue   |Sub    |Alch   |
|Bomb   |Glue   |Sub    |Druid  |
|Bomb   |Glue   |Sub    |Engi   |
|Bomb   |Glue   |Bucc   |Ninja  |
|Bomb   |Glue   |Bucc   |Alch   |
|Bomb   |Glue   |Bucc   |Druid  |
|Bomb   |Glue   |Bucc   |Engi   |
|Bomb   |Glue   |Ace    |Heli   |
|Bomb   |Glue   |Ace    |Mortar |
|Bomb   |Glue   |Ace    |Super  |
|Bomb   |Glue   |Ace    |Druid  |
|Bomb   |Glue   |Ace    |Spact  |
|Bomb   |Glue   |Ace    |Village|
|Bomb   |Glue   |Heli   |Mortar |
|Bomb   |Glue   |Heli   |Super  |
|Bomb   |Glue   |Heli   |Druid  |
|Bomb   |Glue   |Heli   |Spact  |
|Bomb   |Glue   |Heli   |Village|
|Bomb   |Glue   |Mortar |Super  |
|Bomb   |Glue   |Mortar |Alch   |
|Bomb   |Glue   |Mortar |Druid  |
|Bomb   |Glue   |Mortar |Spact  |
|Bomb   |Glue   |Mortar |Village|
|Bomb   |Glue   |Mortar |Engi   |
|Bomb   |Glue   |Wizard |Alch   |
|Bomb   |Glue   |Wizard |Druid  |
|Bomb   |Glue   |Super  |Spact  |
|Bomb   |Glue   |Super  |Village|
|Bomb   |Glue   |Ninja  |Druid  |
|Bomb   |Glue   |Ninja  |Engi   |
|Bomb   |Glue   |Alch   |Village|
|Bomb   |Glue   |Alch   |Engi   |
|Bomb   |Glue   |Druid  |Spact  |
|Bomb   |Glue   |Druid  |Village|
|Bomb   |Glue   |Druid  |Engi   |
|Bomb   |Glue   |Spact  |Village|
|Bomb   |Glue   |Spact  |Engi   |
|Bomb   |Glue   |Village|Engi   |
|Bomb   |Sniper |Sub    |Bucc   |
|Bomb   |Sniper |Sub    |Mortar |
|Bomb   |Sniper |Sub    |Ninja  |
|Bomb   |Sniper |Sub    |Alch   |
|Bomb   |Sniper |Sub    |Druid  |
|Bomb   |Sniper |Sub    |Spact  |
|Bomb   |Sniper |Sub    |Engi   |
|Bomb   |Sniper |Bucc   |Ace    |
|Bomb   |Sniper |Bucc   |Ninja  |
|Bomb   |Sniper |Bucc   |Alch   |
|Bomb   |Sniper |Bucc   |Druid  |
|Bomb   |Sniper |Bucc   |Engi   |
|Bomb   |Sniper |Ace    |Heli   |
|Bomb   |Sniper |Ace    |Mortar |
|Bomb   |Sniper |Ace    |Super  |
|Bomb   |Sniper |Ace    |Ninja  |
|Bomb   |Sniper |Ace    |Alch   |
|Bomb   |Sniper |Ace    |Druid  |
|Bomb   |Sniper |Ace    |Spact  |
|Bomb   |Sniper |Ace    |Village|
|Bomb   |Sniper |Heli   |Mortar |
|Bomb   |Sniper |Heli   |Super  |
|Bomb   |Sniper |Heli   |Druid  |
|Bomb   |Sniper |Heli   |Spact  |
|Bomb   |Sniper |Heli   |Village|
|Bomb   |Sniper |Mortar |Super  |
|Bomb   |Sniper |Mortar |Ninja  |
|Bomb   |Sniper |Mortar |Alch   |
|Bomb   |Sniper |Mortar |Druid  |
|Bomb   |Sniper |Mortar |Spact  |
|Bomb   |Sniper |Mortar |Village|
|Bomb   |Sniper |Mortar |Engi   |
|Bomb   |Sniper |Super  |Ninja  |
|Bomb   |Sniper |Super  |Druid  |
|Bomb   |Sniper |Super  |Spact  |
|Bomb   |Sniper |Super  |Village|
|Bomb   |Sniper |Ninja  |Druid  |
|Bomb   |Sniper |Ninja  |Engi   |
|Bomb   |Sniper |Alch   |Druid  |
|Bomb   |Sniper |Alch   |Village|
|Bomb   |Sniper |Alch   |Engi   |
|Bomb   |Sniper |Druid  |Spact  |
|Bomb   |Sniper |Druid  |Village|
|Bomb   |Sniper |Druid  |Engi   |
|Bomb   |Sniper |Spact  |Village|
|Bomb   |Sniper |Spact  |Engi   |
|Bomb   |Sniper |Village|Engi   |
|Bomb   |Sub    |Bucc   |Ninja  |
|Bomb   |Sub    |Bucc   |Druid  |
|Bomb   |Sub    |Bucc   |Engi   |
|Bomb   |Sub    |Mortar |Ninja  |
|Bomb   |Sub    |Mortar |Druid  |
|Bomb   |Sub    |Mortar |Spact  |
|Bomb   |Sub    |Mortar |Engi   |
|Bomb   |Sub    |Ninja  |Druid  |
|Bomb   |Sub    |Ninja  |Engi   |
|Bomb   |Sub    |Alch   |Druid  |
|Bomb   |Sub    |Alch   |Engi   |
|Bomb   |Sub    |Druid  |Spact  |
|Bomb   |Sub    |Druid  |Engi   |
|Bomb   |Sub    |Spact  |Engi   |
|Bomb   |Bucc   |Ace    |Druid  |
|Bomb   |Bucc   |Heli   |Druid  |
|Bomb   |Bucc   |Mortar |Ninja  |
|Bomb   |Bucc   |Ninja  |Druid  |
|Bomb   |Bucc   |Ninja  |Engi   |
|Bomb   |Bucc   |Alch   |Druid  |
|Bomb   |Bucc   |Alch   |Engi   |
|Bomb   |Bucc   |Druid  |Engi   |
|Bomb   |Ace    |Heli   |Mortar |
|Bomb   |Ace    |Heli   |Super  |
|Bomb   |Ace    |Heli   |Spact  |
|Bomb   |Ace    |Heli   |Village|
|Bomb   |Ace    |Mortar |Super  |
|Bomb   |Ace    |Mortar |Ninja  |
|Bomb   |Ace    |Mortar |Druid  |
|Bomb   |Ace    |Mortar |Spact  |
|Bomb   |Ace    |Mortar |Village|
|Bomb   |Ace    |Super  |Spact  |
|Bomb   |Ace    |Super  |Village|
|Bomb   |Ace    |Ninja  |Druid  |
|Bomb   |Ace    |Alch   |Druid  |
|Bomb   |Ace    |Alch   |Village|
|Bomb   |Ace    |Spact  |Village|
|Bomb   |Heli   |Mortar |Super  |
|Bomb   |Heli   |Mortar |Spact  |
|Bomb   |Heli   |Mortar |Village|
|Bomb   |Heli   |Super  |Spact  |
|Bomb   |Heli   |Super  |Village|
|Bomb   |Heli   |Spact  |Village|
|Bomb   |Mortar |Super  |Alch   |
|Bomb   |Mortar |Super  |Druid  |
|Bomb   |Mortar |Super  |Spact  |
|Bomb   |Mortar |Super  |Village|
|Bomb   |Mortar |Ninja  |Druid  |
|Bomb   |Mortar |Ninja  |Engi   |
|Bomb   |Mortar |Alch   |Druid  |
|Bomb   |Mortar |Alch   |Village|
|Bomb   |Mortar |Alch   |Engi   |
|Bomb   |Mortar |Druid  |Spact  |
|Bomb   |Mortar |Druid  |Village|
|Bomb   |Mortar |Druid  |Engi   |
|Bomb   |Mortar |Spact  |Village|
|Bomb   |Mortar |Spact  |Engi   |
|Bomb   |Mortar |Village|Engi   |
|Bomb   |Super  |Ninja  |Druid  |
|Bomb   |Super  |Alch   |Village|
|Bomb   |Super  |Druid  |Village|
|Bomb   |Super  |Spact  |Village|
|Bomb   |Ninja  |Druid  |Engi   |
|Bomb   |Alch   |Druid  |Village|
|Bomb   |Alch   |Druid  |Engi   |
|Bomb   |Alch   |Village|Engi   |
|Bomb   |Druid  |Spact  |Village|
|Bomb   |Druid  |Spact  |Engi   |
|Bomb   |Druid  |Village|Engi   |
|Bomb   |Spact  |Village|Engi   |
|Tack   |Ice    |Glue   |Sniper |
|Tack   |Ice    |Glue   |Bucc   |
|Tack   |Ice    |Glue   |Ace    |
|Tack   |Ice    |Glue   |Heli   |
|Tack   |Ice    |Glue   |Mortar |
|Tack   |Ice    |Glue   |Ninja  |
|Tack   |Ice    |Glue   |Spact  |
|Tack   |Ice    |Glue   |Village|
|Tack   |Ice    |Glue   |Engi   |
|Tack   |Ice    |Sniper |Sub    |
|Tack   |Ice    |Sniper |Bucc   |
|Tack   |Ice    |Sniper |Ace    |
|Tack   |Ice    |Sniper |Mortar |
|Tack   |Ice    |Sniper |Super  |
|Tack   |Ice    |Sniper |Ninja  |
|Tack   |Ice    |Sniper |Alch   |
|Tack   |Ice    |Sniper |Druid  |
|Tack   |Ice    |Sniper |Spact  |
|Tack   |Ice    |Sniper |Village|
|Tack   |Ice    |Sniper |Engi   |
|Tack   |Ice    |Sub    |Bucc   |
|Tack   |Ice    |Sub    |Ace    |
|Tack   |Ice    |Sub    |Ninja  |
|Tack   |Ice    |Sub    |Druid  |
|Tack   |Ice    |Sub    |Engi   |
|Tack   |Ice    |Bucc   |Ninja  |
|Tack   |Ice    |Bucc   |Alch   |
|Tack   |Ice    |Bucc   |Druid  |
|Tack   |Ice    |Bucc   |Engi   |
|Tack   |Ice    |Ace    |Druid  |
|Tack   |Ice    |Heli   |Druid  |
|Tack   |Ice    |Mortar |Ninja  |
|Tack   |Ice    |Mortar |Alch   |
|Tack   |Ice    |Mortar |Druid  |
|Tack   |Ice    |Mortar |Village|
|Tack   |Ice    |Mortar |Engi   |
|Tack   |Ice    |Super  |Village|
|Tack   |Ice    |Ninja  |Druid  |
|Tack   |Ice    |Ninja  |Engi   |
|Tack   |Ice    |Alch   |Village|
|Tack   |Ice    |Alch   |Engi   |
|Tack   |Ice    |Druid  |Spact  |
|Tack   |Ice    |Druid  |Village|
|Tack   |Ice    |Druid  |Engi   |
|Tack   |Ice    |Spact  |Engi   |
|Tack   |Ice    |Village|Engi   |
|Tack   |Glue   |Sniper |Sub    |
|Tack   |Glue   |Sniper |Bucc   |
|Tack   |Glue   |Sniper |Ace    |
|Tack   |Glue   |Sniper |Heli   |
|Tack   |Glue   |Sniper |Mortar |
|Tack   |Glue   |Sniper |Super  |
|Tack   |Glue   |Sniper |Ninja  |
|Tack   |Glue   |Sniper |Alch   |
|Tack   |Glue   |Sniper |Druid  |
|Tack   |Glue   |Sniper |Spact  |
|Tack   |Glue   |Sniper |Village|
|Tack   |Glue   |Sniper |Engi   |
|Tack   |Glue   |Sub    |Bucc   |
|Tack   |Glue   |Sub    |Ninja  |
|Tack   |Glue   |Sub    |Druid  |
|Tack   |Glue   |Sub    |Engi   |
|Tack   |Glue   |Bucc   |Ninja  |
|Tack   |Glue   |Bucc   |Alch   |
|Tack   |Glue   |Bucc   |Druid  |
|Tack   |Glue   |Bucc   |Engi   |
|Tack   |Glue   |Ace    |Druid  |
|Tack   |Glue   |Heli   |Druid  |
|Tack   |Glue   |Mortar |Alch   |
|Tack   |Glue   |Mortar |Druid  |
|Tack   |Glue   |Mortar |Village|
|Tack   |Glue   |Mortar |Engi   |
|Tack   |Glue   |Super  |Village|
|Tack   |Glue   |Ninja  |Druid  |
|Tack   |Glue   |Ninja  |Engi   |
|Tack   |Glue   |Alch   |Village|
|Tack   |Glue   |Alch   |Engi   |
|Tack   |Glue   |Druid  |Spact  |
|Tack   |Glue   |Druid  |Village|
|Tack   |Glue   |Druid  |Engi   |
|Tack   |Glue   |Spact  |Engi   |
|Tack   |Glue   |Village|Engi   |
|Tack   |Sniper |Sub    |Bucc   |
|Tack   |Sniper |Sub    |Ace    |
|Tack   |Sniper |Sub    |Ninja  |
|Tack   |Sniper |Sub    |Druid  |
|Tack   |Sniper |Sub    |Spact  |
|Tack   |Sniper |Sub    |Engi   |
|Tack   |Sniper |Bucc   |Ace    |
|Tack   |Sniper |Bucc   |Ninja  |
|Tack   |Sniper |Bucc   |Alch   |
|Tack   |Sniper |Bucc   |Druid  |
|Tack   |Sniper |Bucc   |Engi   |
|Tack   |Sniper |Ace    |Ninja  |
|Tack   |Sniper |Ace    |Alch   |
|Tack   |Sniper |Ace    |Druid  |
|Tack   |Sniper |Heli   |Druid  |
|Tack   |Sniper |Mortar |Ninja  |
|Tack   |Sniper |Mortar |Alch   |
|Tack   |Sniper |Mortar |Druid  |
|Tack   |Sniper |Mortar |Village|
|Tack   |Sniper |Mortar |Engi   |
|Tack   |Sniper |Wizard |Druid  |
|Tack   |Sniper |Super  |Druid  |
|Tack   |Sniper |Super  |Village|
|Tack   |Sniper |Ninja  |Druid  |
|Tack   |Sniper |Ninja  |Engi   |
|Tack   |Sniper |Alch   |Druid  |
|Tack   |Sniper |Alch   |Village|
|Tack   |Sniper |Alch   |Engi   |
|Tack   |Sniper |Druid  |Spact  |
|Tack   |Sniper |Druid  |Village|
|Tack   |Sniper |Druid  |Engi   |
|Tack   |Sniper |Spact  |Engi   |
|Tack   |Sniper |Village|Engi   |
|Tack   |Sub    |Bucc   |Ninja  |
|Tack   |Sub    |Bucc   |Druid  |
|Tack   |Sub    |Bucc   |Engi   |
|Tack   |Sub    |Ace    |Druid  |
|Tack   |Sub    |Ninja  |Druid  |
|Tack   |Sub    |Ninja  |Engi   |
|Tack   |Sub    |Druid  |Spact  |
|Tack   |Sub    |Druid  |Engi   |
|Tack   |Sub    |Spact  |Engi   |
|Tack   |Bucc   |Ace    |Druid  |
|Tack   |Bucc   |Heli   |Druid  |
|Tack   |Bucc   |Ninja  |Druid  |
|Tack   |Bucc   |Ninja  |Engi   |
|Tack   |Bucc   |Alch   |Druid  |
|Tack   |Bucc   |Alch   |Engi   |
|Tack   |Bucc   |Druid  |Engi   |
|Tack   |Ace    |Ninja  |Druid  |
|Tack   |Ace    |Alch   |Druid  |
|Tack   |Mortar |Ninja  |Druid  |
|Tack   |Mortar |Ninja  |Engi   |
|Tack   |Mortar |Alch   |Druid  |
|Tack   |Mortar |Alch   |Village|
|Tack   |Mortar |Alch   |Engi   |
|Tack   |Mortar |Druid  |Village|
|Tack   |Mortar |Druid  |Engi   |
|Tack   |Mortar |Village|Engi   |
|Tack   |Wizard |Druid  |Engi   |
|Tack   |Super  |Alch   |Village|
|Tack   |Super  |Druid  |Village|
|Tack   |Ninja  |Druid  |Engi   |
|Tack   |Alch   |Druid  |Engi   |
|Tack   |Druid  |Spact  |Engi   |
|Tack   |Druid  |Village|Engi   |
|Ice    |Glue   |Sniper |Sub    |
|Ice    |Glue   |Sniper |Bucc   |
|Ice    |Glue   |Sniper |Ace    |
|Ice    |Glue   |Sniper |Mortar |
|Ice    |Glue   |Sniper |Super  |
|Ice    |Glue   |Sniper |Ninja  |
|Ice    |Glue   |Sniper |Alch   |
|Ice    |Glue   |Sniper |Druid  |
|Ice    |Glue   |Sniper |Spact  |
|Ice    |Glue   |Sniper |Village|
|Ice    |Glue   |Sniper |Engi   |
|Ice    |Glue   |Sub    |Bucc   |
|Ice    |Glue   |Sub    |Ninja  |
|Ice    |Glue   |Sub    |Alch   |
|Ice    |Glue   |Sub    |Druid  |
|Ice    |Glue   |Sub    |Engi   |
|Ice    |Glue   |Bucc   |Ninja  |
|Ice    |Glue   |Bucc   |Alch   |
|Ice    |Glue   |Bucc   |Druid  |
|Ice    |Glue   |Bucc   |Spact  |
|Ice    |Glue   |Bucc   |Engi   |
|Ice    |Glue   |Ace    |Druid  |
|Ice    |Glue   |Ace    |Spact  |
|Ice    |Glue   |Ace    |Village|
|Ice    |Glue   |Heli   |Super  |
|Ice    |Glue   |Heli   |Druid  |
|Ice    |Glue   |Heli   |Village|
|Ice    |Glue   |Mortar |Super  |
|Ice    |Glue   |Mortar |Alch   |
|Ice    |Glue   |Mortar |Druid  |
|Ice    |Glue   |Mortar |Spact  |
|Ice    |Glue   |Mortar |Village|
|Ice    |Glue   |Mortar |Engi   |
|Ice    |Glue   |Wizard |Alch   |
|Ice    |Glue   |Super  |Spact  |
|Ice    |Glue   |Super  |Village|
|Ice    |Glue   |Ninja  |Druid  |
|Ice    |Glue   |Ninja  |Spact  |
|Ice    |Glue   |Ninja  |Engi   |
|Ice    |Glue   |Alch   |Spact  |
|Ice    |Glue   |Alch   |Village|
|Ice    |Glue   |Alch   |Engi   |
|Ice    |Glue   |Druid  |Spact  |
|Ice    |Glue   |Druid  |Village|
|Ice    |Glue   |Druid  |Engi   |
|Ice    |Glue   |Spact  |Village|
|Ice    |Glue   |Spact  |Engi   |
|Ice    |Glue   |Village|Engi   |
|Ice    |Sniper |Sub    |Bucc   |
|Ice    |Sniper |Sub    |Ace    |
|Ice    |Sniper |Sub    |Mortar |
|Ice    |Sniper |Sub    |Ninja  |
|Ice    |Sniper |Sub    |Alch   |
|Ice    |Sniper |Sub    |Druid  |
|Ice    |Sniper |Sub    |Spact  |
|Ice    |Sniper |Sub    |Village|
|Ice    |Sniper |Sub    |Engi   |
|Ice    |Sniper |Bucc   |Ninja  |
|Ice    |Sniper |Bucc   |Alch   |
|Ice    |Sniper |Bucc   |Druid  |
|Ice    |Sniper |Bucc   |Spact  |
|Ice    |Sniper |Bucc   |Engi   |
|Ice    |Sniper |Ace    |Druid  |
|Ice    |Sniper |Ace    |Spact  |
|Ice    |Sniper |Ace    |Village|
|Ice    |Sniper |Mortar |Super  |
|Ice    |Sniper |Mortar |Alch   |
|Ice    |Sniper |Mortar |Druid  |
|Ice    |Sniper |Mortar |Spact  |
|Ice    |Sniper |Mortar |Village|
|Ice    |Sniper |Mortar |Engi   |
|Ice    |Sniper |Super  |Ninja  |
|Ice    |Sniper |Super  |Druid  |
|Ice    |Sniper |Super  |Spact  |
|Ice    |Sniper |Super  |Village|
|Ice    |Sniper |Ninja  |Druid  |
|Ice    |Sniper |Ninja  |Spact  |
|Ice    |Sniper |Ninja  |Village|
|Ice    |Sniper |Ninja  |Engi   |
|Ice    |Sniper |Alch   |Druid  |
|Ice    |Sniper |Alch   |Spact  |
|Ice    |Sniper |Alch   |Village|
|Ice    |Sniper |Alch   |Engi   |
|Ice    |Sniper |Druid  |Spact  |
|Ice    |Sniper |Druid  |Village|
|Ice    |Sniper |Druid  |Engi   |
|Ice    |Sniper |Spact  |Village|
|Ice    |Sniper |Spact  |Engi   |
|Ice    |Sniper |Village|Engi   |
|Ice    |Sub    |Bucc   |Ninja  |
|Ice    |Sub    |Bucc   |Druid  |
|Ice    |Sub    |Bucc   |Spact  |
|Ice    |Sub    |Bucc   |Engi   |
|Ice    |Sub    |Ace    |Druid  |
|Ice    |Sub    |Mortar |Ninja  |
|Ice    |Sub    |Mortar |Druid  |
|Ice    |Sub    |Mortar |Spact  |
|Ice    |Sub    |Mortar |Engi   |
|Ice    |Sub    |Ninja  |Druid  |
|Ice    |Sub    |Ninja  |Spact  |
|Ice    |Sub    |Ninja  |Village|
|Ice    |Sub    |Ninja  |Engi   |
|Ice    |Sub    |Alch   |Druid  |
|Ice    |Sub    |Alch   |Spact  |
|Ice    |Sub    |Alch   |Village|
|Ice    |Sub    |Alch   |Engi   |
|Ice    |Sub    |Druid  |Spact  |
|Ice    |Sub    |Druid  |Village|
|Ice    |Sub    |Druid  |Engi   |
|Ice    |Sub    |Spact  |Village|
|Ice    |Sub    |Spact  |Engi   |
|Ice    |Sub    |Village|Engi   |
|Ice    |Bucc   |Ninja  |Druid  |
|Ice    |Bucc   |Ninja  |Spact  |
|Ice    |Bucc   |Ninja  |Engi   |
|Ice    |Bucc   |Alch   |Druid  |
|Ice    |Bucc   |Alch   |Engi   |
|Ice    |Bucc   |Druid  |Engi   |
|Ice    |Bucc   |Spact  |Engi   |
|Ice    |Ace    |Spact  |Village|
|Ice    |Heli   |Super  |Village|
|Ice    |Mortar |Super  |Alch   |
|Ice    |Mortar |Super  |Druid  |
|Ice    |Mortar |Super  |Spact  |
|Ice    |Mortar |Super  |Village|
|Ice    |Mortar |Ninja  |Druid  |
|Ice    |Mortar |Ninja  |Village|
|Ice    |Mortar |Ninja  |Engi   |
|Ice    |Mortar |Alch   |Druid  |
|Ice    |Mortar |Alch   |Village|
|Ice    |Mortar |Alch   |Engi   |
|Ice    |Mortar |Druid  |Spact  |
|Ice    |Mortar |Druid  |Village|
|Ice    |Mortar |Druid  |Engi   |
|Ice    |Mortar |Spact  |Village|
|Ice    |Mortar |Spact  |Engi   |
|Ice    |Mortar |Village|Engi   |
|Ice    |Wizard |Alch   |Engi   |
|Ice    |Super  |Ninja  |Druid  |
|Ice    |Super  |Alch   |Village|
|Ice    |Super  |Spact  |Village|
|Ice    |Ninja  |Druid  |Spact  |
|Ice    |Ninja  |Druid  |Village|
|Ice    |Ninja  |Druid  |Engi   |
|Ice    |Ninja  |Spact  |Village|
|Ice    |Ninja  |Spact  |Engi   |
|Ice    |Ninja  |Village|Engi   |
|Ice    |Alch   |Druid  |Village|
|Ice    |Alch   |Druid  |Engi   |
|Ice    |Alch   |Spact  |Village|
|Ice    |Alch   |Spact  |Engi   |
|Ice    |Alch   |Village|Engi   |
|Ice    |Druid  |Spact  |Village|
|Ice    |Druid  |Spact  |Engi   |
|Ice    |Druid  |Village|Engi   |
|Ice    |Spact  |Village|Engi   |
|Glue   |Sniper |Sub    |Bucc   |
|Glue   |Sniper |Sub    |Ninja  |
|Glue   |Sniper |Sub    |Alch   |
|Glue   |Sniper |Sub    |Druid  |
|Glue   |Sniper |Sub    |Engi   |
|Glue   |Sniper |Bucc   |Ninja  |
|Glue   |Sniper |Bucc   |Alch   |
|Glue   |Sniper |Bucc   |Druid  |
|Glue   |Sniper |Bucc   |Spact  |
|Glue   |Sniper |Bucc   |Engi   |
|Glue   |Sniper |Ace    |Heli   |
|Glue   |Sniper |Ace    |Mortar |
|Glue   |Sniper |Ace    |Super  |
|Glue   |Sniper |Ace    |Druid  |
|Glue   |Sniper |Ace    |Spact  |
|Glue   |Sniper |Ace    |Village|
|Glue   |Sniper |Heli   |Mortar |
|Glue   |Sniper |Heli   |Super  |
|Glue   |Sniper |Heli   |Druid  |
|Glue   |Sniper |Heli   |Spact  |
|Glue   |Sniper |Heli   |Village|
|Glue   |Sniper |Mortar |Super  |
|Glue   |Sniper |Mortar |Alch   |
|Glue   |Sniper |Mortar |Druid  |
|Glue   |Sniper |Mortar |Spact  |
|Glue   |Sniper |Mortar |Village|
|Glue   |Sniper |Mortar |Engi   |
|Glue   |Sniper |Super  |Druid  |
|Glue   |Sniper |Super  |Spact  |
|Glue   |Sniper |Super  |Village|
|Glue   |Sniper |Ninja  |Druid  |
|Glue   |Sniper |Ninja  |Spact  |
|Glue   |Sniper |Ninja  |Engi   |
|Glue   |Sniper |Alch   |Druid  |
|Glue   |Sniper |Alch   |Spact  |
|Glue   |Sniper |Alch   |Village|
|Glue   |Sniper |Alch   |Engi   |
|Glue   |Sniper |Druid  |Spact  |
|Glue   |Sniper |Druid  |Village|
|Glue   |Sniper |Druid  |Engi   |
|Glue   |Sniper |Spact  |Village|
|Glue   |Sniper |Spact  |Engi   |
|Glue   |Sniper |Village|Engi   |
|Glue   |Sub    |Bucc   |Druid  |
|Glue   |Sub    |Bucc   |Engi   |
|Glue   |Sub    |Ninja  |Druid  |
|Glue   |Sub    |Ninja  |Engi   |
|Glue   |Sub    |Alch   |Druid  |
|Glue   |Sub    |Alch   |Engi   |
|Glue   |Sub    |Druid  |Engi   |
|Glue   |Bucc   |Ninja  |Druid  |
|Glue   |Bucc   |Ninja  |Spact  |
|Glue   |Bucc   |Ninja  |Engi   |
|Glue   |Bucc   |Alch   |Druid  |
|Glue   |Bucc   |Alch   |Engi   |
|Glue   |Bucc   |Druid  |Engi   |
|Glue   |Bucc   |Spact  |Engi   |
|Glue   |Ace    |Mortar |Druid  |
|Glue   |Mortar |Super  |Druid  |
|Glue   |Mortar |Alch   |Druid  |
|Glue   |Mortar |Alch   |Village|
|Glue   |Mortar |Alch   |Engi   |
|Glue   |Mortar |Druid  |Spact  |
|Glue   |Mortar |Druid  |Engi   |
|Glue   |Mortar |Spact  |Engi   |
|Glue   |Mortar |Village|Engi   |
|Glue   |Super  |Alch   |Village|
|Glue   |Super  |Druid  |Village|
|Glue   |Ninja  |Druid  |Spact  |
|Glue   |Ninja  |Druid  |Engi   |
|Glue   |Ninja  |Spact  |Engi   |
|Glue   |Alch   |Druid  |Village|
|Glue   |Alch   |Druid  |Engi   |
|Glue   |Alch   |Spact  |Village|
|Glue   |Alch   |Spact  |Engi   |
|Glue   |Alch   |Village|Engi   |
|Glue   |Druid  |Spact  |Engi   |
|Glue   |Druid  |Village|Engi   |
|Glue   |Spact  |Village|Engi   |
|Sniper |Sub    |Bucc   |Ninja  |
|Sniper |Sub    |Bucc   |Druid  |
|Sniper |Sub    |Bucc   |Spact  |
|Sniper |Sub    |Bucc   |Engi   |
|Sniper |Sub    |Ace    |Druid  |
|Sniper |Sub    |Mortar |Ninja  |
|Sniper |Sub    |Mortar |Druid  |
|Sniper |Sub    |Mortar |Spact  |
|Sniper |Sub    |Mortar |Engi   |
|Sniper |Sub    |Wizard |Druid  |
|Sniper |Sub    |Ninja  |Druid  |
|Sniper |Sub    |Ninja  |Spact  |
|Sniper |Sub    |Ninja  |Village|
|Sniper |Sub    |Ninja  |Engi   |
|Sniper |Sub    |Alch   |Druid  |
|Sniper |Sub    |Alch   |Spact  |
|Sniper |Sub    |Alch   |Village|
|Sniper |Sub    |Alch   |Engi   |
|Sniper |Sub    |Druid  |Spact  |
|Sniper |Sub    |Druid  |Village|
|Sniper |Sub    |Druid  |Engi   |
|Sniper |Sub    |Spact  |Village|
|Sniper |Sub    |Spact  |Engi   |
|Sniper |Sub    |Village|Engi   |
|Sniper |Bucc   |Ace    |Druid  |
|Sniper |Bucc   |Ninja  |Spact  |
|Sniper |Bucc   |Ninja  |Engi   |
|Sniper |Bucc   |Alch   |Druid  |
|Sniper |Bucc   |Alch   |Engi   |
|Sniper |Bucc   |Druid  |Engi   |
|Sniper |Bucc   |Spact  |Engi   |
|Sniper |Ace    |Mortar |Ninja  |
|Sniper |Ace    |Mortar |Druid  |
|Sniper |Ace    |Ninja  |Druid  |
|Sniper |Ace    |Alch   |Druid  |
|Sniper |Ace    |Alch   |Village|
|Sniper |Mortar |Super  |Druid  |
